Start Time,Stop Time,Initial Speaker,From,To,Protocol,Duration,Packets,State,Comments,
1117.034447,1204.388439,10.200.110.100,"""bot53","<sip:bot53@10.200.110.100>""",<sip:bot59@10.200.110.111>,SIP,12:01:27 AM,10,COMPLETED,INVITE 401 200
1117.140529,1204.405984,10.200.110.111,"""bot53","<sip:bot53@10.200.110.111>""",<sip:bot59@10.200.110.100:8559>,SIP,12:01:27 AM,7,COMPLETED,INVITE 200
1237.049522,1292.758842,10.200.110.100,"""bot60","<sip:bot60@10.200.110.100>""",<sip:bot57@10.200.110.111>,SIP,12:00:55 AM,10,COMPLETED,INVITE 401 200
1237.059882,1292.776942,10.200.110.111,"""bot60","<sip:bot60@10.200.110.111>""",<sip:bot57@10.200.110.100:8557>,SIP,12:00:55 AM,7,COMPLETED,INVITE 200
1356.835389,1384.746859,10.200.110.100,"""bot50","<sip:bot50@10.200.110.100>""",<sip:bot52@10.200.110.111>,SIP,12:00:27 AM,10,COMPLETED,INVITE 401 200
1356.851478,1384.765365,10.200.110.111,"""bot50","<sip:bot50@10.200.110.111>""",<sip:bot52@10.200.110.100:8552>,SIP,12:00:27 AM,7,COMPLETED,INVITE 200
1356.975854,1379.049003,10.200.110.100,"""bot52","<sip:bot52@10.200.110.100>""",<sip:bot51@10.200.110.111>,SIP,12:00:22 AM,10,COMPLETED,INVITE 401 200
1356.994194,1379.066692,10.200.110.111,"""bot52","<sip:bot52@10.200.110.111>""",<sip:bot51@10.200.110.100:8551>,SIP,12:00:22 AM,7,COMPLETED,INVITE 200
1357.024874,1409.242359,10.200.110.100,"""bot58","<sip:bot58@10.200.110.100>""",<sip:bot60@10.200.110.111>,SIP,12:00:52 AM,10,COMPLETED,INVITE 401 200
1357.030459,1409.251079,10.200.110.111,"""bot58","<sip:bot58@10.200.110.111>""",<sip:bot60@10.200.110.100:8560>,SIP,12:00:52 AM,7,COMPLETED,INVITE 200
1656.917134,1718.109137,10.200.110.100,"""bot55","<sip:bot55@10.200.110.100>""",<sip:bot55@10.200.110.111>,SIP,12:01:01 AM,10,COMPLETED,INVITE 401 200
1656.929333,1718.11667,10.200.110.111,"""bot55","<sip:bot55@10.200.110.111>""",<sip:bot55@10.200.110.100:8555>,SIP,12:01:01 AM,7,COMPLETED,INVITE 200
1657.001518,1732.085995,10.200.110.100,"""bot54","<sip:bot54@10.200.110.100>""",<sip:bot60@10.200.110.111>,SIP,12:01:15 AM,10,COMPLETED,INVITE 401 200
1657.013953,1732.103014,10.200.110.111,"""bot54","<sip:bot54@10.200.110.111>""",<sip:bot60@10.200.110.100:8560>,SIP,12:01:15 AM,7,COMPLETED,INVITE 200
1776.827436,1799.571622,10.200.110.100,"""bot59","<sip:bot59@10.200.110.100>""",<sip:bot55@10.200.110.111>,SIP,12:00:22 AM,10,COMPLETED,INVITE 401 200
1776.839279,1799.601329,10.200.110.111,"""bot59","<sip:bot59@10.200.110.111>""",<sip:bot55@10.200.110.100:8555>,SIP,12:00:22 AM,7,COMPLETED,INVITE 200
1896.975835,1974.113037,10.200.110.100,"""bot51","<sip:bot51@10.200.110.100>""",<sip:bot52@10.200.110.111>,SIP,12:01:17 AM,10,COMPLETED,INVITE 401 200
1896.987333,1974.129899,10.200.110.111,"""bot51","<sip:bot51@10.200.110.111>""",<sip:bot52@10.200.110.100:8552>,SIP,12:01:17 AM,7,COMPLETED,INVITE 200
1897.000397,1897.016598,10.200.110.100,"""bot57","<sip:bot57@10.200.110.100>""",<sip:bot61@10.200.110.111>,SIP,12:00:00 AM,7,REJECTED,INVITE 401 480
1956.978584,2002.173295,10.200.110.100,"""bot56","<sip:bot56@10.200.110.100>""",<sip:bot50@10.200.110.111>,SIP,12:00:45 AM,10,COMPLETED,INVITE 401 200
1957.003277,2002.192031,10.200.110.111,"""bot56","<sip:bot56@10.200.110.111>""",<sip:bot50@10.200.110.100:8550>,SIP,12:00:45 AM,7,COMPLETED,INVITE 200
2076.846628,2076.86432,10.200.110.100,"""bot50","<sip:bot50@10.200.110.100>""",<sip:bot62@10.200.110.111>,SIP,12:00:00 AM,7,REJECTED,INVITE 401 480
2137.060528,2189.972696,10.200.110.100,"""bot60","<sip:bot60@10.200.110.100>""",<sip:bot54@10.200.110.111>,SIP,12:00:52 AM,10,COMPLETED,INVITE 401 200
2137.133387,2189.990764,10.200.110.111,"""bot60","<sip:bot60@10.200.110.111>""",<sip:bot54@10.200.110.100:8554>,SIP,12:00:52 AM,7,COMPLETED,INVITE 200
2377.044437,2420.377685,10.200.110.100,"""bot53","<sip:bot53@10.200.110.100>""",<sip:bot52@10.200.110.111>,SIP,12:00:43 AM,10,COMPLETED,INVITE 401 200
2377.195227,2420.387756,10.200.110.111,"""bot53","<sip:bot53@10.200.110.111>""",<sip:bot52@10.200.110.100:8552>,SIP,12:00:43 AM,7,COMPLETED,INVITE 200
2616.927524,2652.330883,10.200.110.100,"""bot55","<sip:bot55@10.200.110.100>""",<sip:bot57@10.200.110.111>,SIP,12:00:35 AM,10,COMPLETED,INVITE 401 200
2616.937241,2652.349447,10.200.110.111,"""bot55","<sip:bot55@10.200.110.111>""",<sip:bot57@10.200.110.100:8557>,SIP,12:00:35 AM,7,COMPLETED,INVITE 200
2677.066684,2724.522363,10.200.110.100,"""bot60","<sip:bot60@10.200.110.100>""",<sip:bot52@10.200.110.111>,SIP,12:00:47 AM,10,COMPLETED,INVITE 401 200
2677.072489,2724.539578,10.200.110.111,"""bot60","<sip:bot60@10.200.110.111>""",<sip:bot52@10.200.110.100:8552>,SIP,12:00:47 AM,7,COMPLETED,INVITE 200
2736.838138,2736.855207,10.200.110.100,"""bot59","<sip:bot59@10.200.110.100>""",<sip:bot62@10.200.110.111>,SIP,12:00:00 AM,7,REJECTED,INVITE 401 480
2736.983264,2814.012039,10.200.110.100,"""bot52","<sip:bot52@10.200.110.100>""",<sip:bot52@10.200.110.111>,SIP,12:01:17 AM,10,COMPLETED,INVITE 401 200
2736.995541,2814.028621,10.200.110.111,"""bot52","<sip:bot52@10.200.110.111>""",<sip:bot52@10.200.110.100:8552>,SIP,12:01:17 AM,7,COMPLETED,INVITE 200
2857.011438,2923.981457,10.200.110.100,"""bot54","<sip:bot54@10.200.110.100>""",<sip:bot59@10.200.110.111>,SIP,12:01:06 AM,10,COMPLETED,INVITE 401 200
2857.023374,2923.999134,10.200.110.111,"""bot54","<sip:bot54@10.200.110.111>""",<sip:bot59@10.200.110.100:8559>,SIP,12:01:06 AM,7,COMPLETED,INVITE 200
2857.036423,2900.678077,10.200.110.100,"""bot58","<sip:bot58@10.200.110.100>""",<sip:bot54@10.200.110.111>,SIP,12:00:43 AM,10,COMPLETED,INVITE 401 200
2857.04786,2900.696272,10.200.110.111,"""bot58","<sip:bot58@10.200.110.111>""",<sip:bot54@10.200.110.100:8554>,SIP,12:00:43 AM,9,COMPLETED,INVITE 200
2916.985957,2987.577187,10.200.110.100,"""bot51","<sip:bot51@10.200.110.100>""",<sip:bot52@10.200.110.111>,SIP,12:01:10 AM,10,COMPLETED,INVITE 401 200
2916.996779,2987.594579,10.200.110.111,"""bot51","<sip:bot51@10.200.110.111>""",<sip:bot52@10.200.110.100:8552>,SIP,12:01:10 AM,7,COMPLETED,INVITE 200
2977.010257,2977.025567,10.200.110.100,"""bot57","<sip:bot57@10.200.110.100>""",<sip:bot62@10.200.110.111>,SIP,12:00:00 AM,7,REJECTED,INVITE 401 480
3096.987495,3145.332335,10.200.110.100,"""bot56","<sip:bot56@10.200.110.100>""",<sip:bot59@10.200.110.111>,SIP,12:00:48 AM,10,COMPLETED,INVITE 401 200
3096.999457,3145.35032,10.200.110.111,"""bot56","<sip:bot56@10.200.110.111>""",<sip:bot59@10.200.110.100:8559>,SIP,12:00:48 AM,7,COMPLETED,INVITE 200
3396.853699,3396.869903,10.200.110.100,"""bot50","<sip:bot50@10.200.110.100>""",<sip:bot62@10.200.110.111>,SIP,12:00:00 AM,7,REJECTED,INVITE 401 480
3457.046284,3519.871278,10.200.110.100,"""bot58","<sip:bot58@10.200.110.100>""",<sip:bot50@10.200.110.111>,SIP,12:01:02 AM,10,COMPLETED,INVITE 401 200
3457.058327,3519.885329,10.200.110.111,"""bot58","<sip:bot58@10.200.110.111>""",<sip:bot50@10.200.110.100:8550>,SIP,12:01:02 AM,7,COMPLETED,INVITE 200
3577.054104,3621.47474,10.200.110.100,"""bot53","<sip:bot53@10.200.110.100>""",<sip:bot54@10.200.110.111>,SIP,12:00:44 AM,10,COMPLETED,INVITE 401 200
3577.070701,3621.492616,10.200.110.111,"""bot53","<sip:bot53@10.200.110.111>""",<sip:bot54@10.200.110.100:8554>,SIP,12:00:44 AM,7,COMPLETED,INVITE 200
3636.845833,3636.863882,10.200.110.100,"""bot59","<sip:bot59@10.200.110.100>""",<sip:bot62@10.200.110.111>,SIP,12:00:00 AM,7,REJECTED,INVITE 401 480
3636.991417,3664.78906,10.200.110.100,"""bot52","<sip:bot52@10.200.110.100>""",<sip:bot57@10.200.110.111>,SIP,12:00:27 AM,10,COMPLETED,INVITE 401 200
3637.000477,3664.807244,10.200.110.111,"""bot52","<sip:bot52@10.200.110.111>""",<sip:bot57@10.200.110.100:8557>,SIP,12:00:27 AM,7,COMPLETED,INVITE 200
